address,totalVSCPackets,effectedVSCPackets
cosmos1tdwk9hmmhsehmlcuxsc5k6zm06uce5caj9e3nn,5086,4962
cosmos1yngl8avfr394fs26hhwksnxzsgl3ghltxjlq43,1715,1715
cosmos126wqy4htynpce78lzy4ahkv4j8sjmyur63wd86,18,18
cosmos1sh6lgdhwmg0rr03te2lsyu88n0mlmryvcru7rf,13,6
cosmos1uytq4m0yugh5ft5q567y9s798h3m06zwu8nl7p,2,2
