address,totalVSCPackets,effectedVSCPackets
cosmos1f9k0728rcngqj7p2eeqk27v8dw5sw5ccydx77j,236,236
cosmos12r78c0jlsfxt928p6cz2rfq9pjj0tv9kd9rpjv,146,146
cosmos14xwghh60fzzmdnmjqu6c86kg79869vec7hnu4j,144,144
cosmos1v9h8khslmdv6j8e0w7zht0626e8fv7cjqs453c,133,133
cosmos1rhvj25tutkld9p43y6w8pdfhcfzk270dc76tmn,88,84
cosmos1uytq4m0yugh5ft5q567y9s798h3m06zwu8nl7p,46,46
cosmos1sw2cuffwlzndfs57czj29ttxrxtsgz9w2th2tu,11,11
