address,totalVSCPackets,effectedVSCPackets
cosmos1rhvj25tutkld9p43y6w8pdfhcfzk270dc76tmn,3478,3005
cosmos1vqsxcvgvd7nex8ex06enm6vuyrkjkuwg9clh3w,141,129
cosmos1uytq4m0yugh5ft5q567y9s798h3m06zwu8nl7p,279,279
cosmos1wdal3x50r7yutzu9kh5v9f4p4ayrrsnl96s3v3,727,727
cosmos1m8cc2gzpzdrgq99karyh6574lhxzljje8g0lka,5,5
cosmos1mxves3jchrjertqjlrgypzlfwrd4v626nd4n37,113,111
