address,totalVSCPackets,effectedVSCPackets
neutron1f9k0728rcngqj7p2eeqk27v8dw5sw5ccqj0uy4,235,235
neutron1rhvj25tutkld9p43y6w8pdfhcfzk270dupnfp5,125,121
neutron1sw2cuffwlzndfs57czj29ttxrxtsgz9ww57g3m,125,125
neutron1uytq4m0yugh5ft5q567y9s798h3m06zwcc6ayx,124,124
neutron1z4rmymnzd8zrulee5ezrvr0ty8etydlmkfmjav,117,117
neutron1vlsedynku76pjym7zg5puxmz0yku4nhspfypny,63,63
neutron1krrxd6pslcl4xt08y72dz8xs40j2cae3rdzu4g,23,23
